"","date","team","opponent","team_score","opponent_score","tournament","city","country","neutral","team_abrv","opponent_abrv"
"29995",2002-11-20,"Iraq","Qatar",1,2,"Friendly","Doha","Qatar",FALSE,"IRQ","QAT"
"29996",2002-11-20,"Croatia","Romania",1,0,"Friendly","Timişoara","Romania",FALSE,"CRO","ROU"
"29997",2002-11-20,"Latvia","San Marino",1,0,"UEFA Euro qualification","Serravalle","San Marino",FALSE,"LVA","SMR"
"29998",2002-11-20,"Ukraine","Slovakia",1,1,"Friendly","Trnava","Slovakia",FALSE,"UKR","SVK"
"29999",2002-11-20,"Bulgaria","Spain",0,1,"Friendly","Granada","Spain",FALSE,"BUL","ESP"
"30000",2002-11-20,"Egypt","Tunisia",0,0,"Friendly","Tunis","Tunisia",FALSE,"EGY","TUN"
"30001",2002-11-20,"Uruguay","Venezuela",0,1,"Friendly","Caracas","Venezuela",FALSE,"URU","VEN"
"30002",2002-11-22,"Curacao","Haiti",0,3,"Gold Cup qualification","Port-au-Prince","Haiti",FALSE,"CUW","HAI"
"30003",2002-11-23,"Iraq","Bahrain",2,2,"Friendly","Doha","Qatar",TRUE,"IRQ","BHR"
"30004",2002-11-23,"Vatican City","Monaco",0,0,"Friendly","Albano Laziale","Italy",TRUE,"VAT","MCO"
"30005",2002-11-25,"Egypt","Nigeria",1,1,"Friendly","Lagos","Nigeria",FALSE,"EGY","NGA"
"30006",2002-11-27,"Cuba","Cayman Islands",5,0,"Gold Cup qualification","George Town","Cayman Islands",FALSE,"CUB","CAY"
"30007",2002-11-27,"Dominican Republic","Martinique",0,4,"Gold Cup qualification","George Town","Cayman Islands",TRUE,"DOM","MTQ"
"30008",2002-11-27,"Vietnam","Sri Lanka",2,1,"Friendly","Colombo","Sri Lanka",FALSE,"VIE","SRI"
"30009",2002-11-29,"Dominican Republic","Cayman Islands",0,1,"Gold Cup qualification","George Town","Cayman Islands",FALSE,"DOM","CAY"
"30010",2002-11-29,"Malaysia","Jordan",0,1,"Friendly","Abu Dhabi","United Arab Emirates",TRUE,"MAS","JOR"
"30011",2002-11-29,"Cuba","Martinique",2,1,"Gold Cup qualification","George Town","Cayman Islands",TRUE,"CUB","MTQ"
"30012",2002-11-29,"Vietnam","Sri Lanka",1,1,"Friendly","Colombo","Sri Lanka",FALSE,"VIE","SRI"
"30013",2002-11-30,"Singapore","Jordan",1,3,"Friendly","Abu Dhabi","United Arab Emirates",TRUE,"SIN","JOR"
"30014",2002-11-30,"Kenya","Tanzania",0,1,"CECAFA Cup","Mwanza","Tanzania",FALSE,"KEN","TAN"
"30015",2002-12-01,"Eritrea","Burundi",1,1,"CECAFA Cup","Mwanza","Tanzania",TRUE,"ERI","BDI"
"30016",2002-12-01,"Martinique","Cayman Islands",3,0,"Gold Cup qualification","George Town","Cayman Islands",FALSE,"MTQ","CAY"
"30017",2002-12-01,"Cuba","Dominican Republic",2,1,"Gold Cup qualification","George Town","Cayman Islands",TRUE,"CUB","DOM"
"30018",2002-12-01,"Uganda","Somalia",2,0,"CECAFA Cup","Arusha","Tanzania",TRUE,"UGA","SOM"
"30019",2002-12-01,"Vietnam","Sri Lanka",2,2,"Friendly","Colombo","Sri Lanka",FALSE,"VIE","SRI"
"30020",2002-12-02,"Sudan","Tanzania",1,1,"CECAFA Cup","Mwanza","Tanzania",FALSE,"SDN","TAN"
"30021",2002-12-03,"Burundi","Kenya",1,1,"CECAFA Cup","Mwanza","Tanzania",TRUE,"BDI","KEN"
"30022",2002-12-03,"Rwanda","Somalia",1,0,"CECAFA Cup","Arusha","Tanzania",TRUE,"RWA","SOM"
"30023",2002-12-04,"Sudan","Eritrea",1,2,"CECAFA Cup","Mwanza","Tanzania",TRUE,"SDN","ERI"
"30024",2002-12-04,"Ethiopia","Uganda",0,3,"CECAFA Cup","Arusha","Tanzania",TRUE,"ETH","UGA"
"30025",2002-12-05,"Burundi","Tanzania",0,2,"CECAFA Cup","Mwanza","Tanzania",FALSE,"BDI","TAN"
"30026",2002-12-06,"Eritrea","Kenya",1,4,"CECAFA Cup","Mwanza","Tanzania",TRUE,"ERI","KEN"
"30027",2002-12-06,"Rwanda","Uganda",1,2,"CECAFA Cup","Arusha","Tanzania",TRUE,"RWA","UGA"
"30028",2002-12-07,"Jordan","Bahrain",3,0,"Prime Minister's Cup","Riffa","Bahrain",FALSE,"JOR","BHR"
"30029",2002-12-07,"Syria","China PR",1,3,"Prime Minister's Cup","Riffa","Bahrain",TRUE,"SYR","CHN"
"30030",2002-12-07,"Somalia","Ethiopia",1,0,"CECAFA Cup","Arusha","Tanzania",TRUE,"SOM","ETH"
"30031",2002-12-07,"Burundi","Sudan",1,2,"CECAFA Cup","Mwanza","Tanzania",TRUE,"BDI","SDN"
"30032",2002-12-08,"Eritrea","Tanzania",1,1,"CECAFA Cup","Mwanza","Tanzania",FALSE,"ERI","TAN"
"30033",2002-12-08,"Vietnam","Thailand",1,2,"Friendly","Bangkok","Thailand",FALSE,"VIE","THA"
"30034",2002-12-09,"Syria","Bahrain",3,2,"Prime Minister's Cup","Riffa","Bahrain",FALSE,"SYR","BHR"
"30035",2002-12-09,"Jordan","China PR",0,0,"Prime Minister's Cup","Riffa","Bahrain",TRUE,"JOR","CHN"
"30036",2002-12-09,"Ethiopia","Rwanda",0,1,"CECAFA Cup","Arusha","Tanzania",TRUE,"ETH","RWA"
"30037",2002-12-09,"Kenya","Sudan",1,0,"CECAFA Cup","Mwanza","Tanzania",TRUE,"KEN","SDN"
"30038",2002-12-10,"Palestine","Chile",1,3,"Friendly","Independencia","Chile",FALSE,"PLE","CHI"
"30039",2002-12-11,"Cambodia","Malaysia",0,5,"Friendly","Petaling Jaya","Malaysia",FALSE,"CAM","MAS"
"30040",2002-12-11,"Philippines","Singapore",0,2,"Friendly","Singapore","Singapore",FALSE,"PHI","SIN"
"30041",2002-12-11,"Rwanda","Tanzania",0,3,"CECAFA Cup","Mwanza","Tanzania",FALSE,"RWA","TAN"
"30042",2002-12-12,"China PR","Bahrain",2,2,"Prime Minister's Cup","Riffa","Bahrain",FALSE,"CHN","BHR"
"30043",2002-12-12,"Syria","Jordan",0,3,"Prime Minister's Cup","Riffa","Bahrain",TRUE,"SYR","JOR"
"30044",2002-12-12,"Kenya","Uganda",3,1,"CECAFA Cup","Arusha","Tanzania",TRUE,"KEN","UGA"
"30045",2002-12-13,"Lebanon","Saudi Arabia",1,1,"Friendly","Dammam","Saudi Arabia",FALSE,"LBN","KSA"
"30046",2002-12-14,"Zambia","Botswana",0,1,"Friendly","Gaborone","Botswana",FALSE,"ZAM","BOT"
"30047",2002-12-14,"Uganda","Rwanda",1,2,"CECAFA Cup","Arusha","Tanzania",TRUE,"UGA","RWA"
"30048",2002-12-14,"Kenya","Tanzania",3,2,"CECAFA Cup","Mwanza","Tanzania",FALSE,"KEN","TAN"
"30049",2002-12-15,"Nigeria","Ghana",1,0,"Friendly","Accra","Ghana",FALSE,"NGA","GHA"
"30050",2002-12-15,"Burma","Indonesia",0,0,"AFF Championship","Jakarta","Indonesia",FALSE,"MMR","IDN"
"30051",2002-12-15,"Cambodia","Vietnam",2,9,"AFF Championship","Jakarta","Indonesia",TRUE,"CAM","VIE"
"30052",2002-12-16,"Jordan","Palestine",1,1,"UAFA Cup","Kuwait City","Kuwait",TRUE,"JOR","PLE"
"30053",2002-12-16,"Egypt","United Arab Emirates",2,1,"Friendly","Abu Dhabi","United Arab Emirates",FALSE,"EGY","UAE"
"30054",2002-12-17,"Cambodia","Indonesia",2,4,"AFF Championship","Jakarta","Indonesia",FALSE,"CAM","IDN"
"30055",2002-12-17,"Burma","Philippines",6,1,"AFF Championship","Jakarta","Indonesia",TRUE,"MMR","PHI"
"30056",2002-12-17,"Bahrain","Saudi Arabia",1,2,"UAFA Cup","Kuwait City","Kuwait",TRUE,"BHR","KSA"
"30057",2002-12-17,"Syria","Yemen",4,0,"UAFA Cup","Kuwait City","Kuwait",TRUE,"SYR","YEM"
"30058",2002-12-18,"Sudan","Kuwait",0,1,"UAFA Cup","Kuwait City","Kuwait",FALSE,"SDN","KUW"
"30059",2002-12-18,"Malaysia","Singapore",4,0,"AFF Championship","Singapore","Singapore",FALSE,"MAS","SIN"
"30060",2002-12-18,"Laos","Thailand",1,5,"AFF Championship","Singapore","Singapore",TRUE,"LAO","THA"
"30061",2002-12-19,"Syria","Bahrain",0,2,"UAFA Cup","Kuwait City","Kuwait",TRUE,"SYR","BHR"
"30062",2002-12-19,"Cambodia","Burma",0,5,"AFF Championship","Jakarta","Indonesia",TRUE,"CAM","MMR"
"30063",2002-12-19,"Lebanon","Saudi Arabia",0,1,"UAFA Cup","Kuwait City","Kuwait",TRUE,"LBN","KSA"
"30064",2002-12-19,"Philippines","Vietnam",1,4,"AFF Championship","Jakarta","Indonesia",TRUE,"PHI","VIE"
"30065",2002-12-20,"Sudan","Jordan",1,2,"UAFA Cup","Kuwait City","Kuwait",TRUE,"SDN","JOR"
"30066",2002-12-20,"Laos","Singapore",1,2,"AFF Championship","Singapore","Singapore",FALSE,"LAO","SIN"
"30067",2002-12-20,"Malaysia","Thailand",3,1,"AFF Championship","Singapore","Singapore",TRUE,"MAS","THA"
"30068",2002-12-21,"Yemen","Bahrain",1,3,"UAFA Cup","Kuwait City","Kuwait",TRUE,"YEM","BHR"
"30069",2002-12-21,"Philippines","Cambodia",0,1,"AFF Championship","Jakarta","Indonesia",TRUE,"PHI","CAM"
"30070",2002-12-21,"Vietnam","Indonesia",2,2,"AFF Championship","Jakarta","Indonesia",FALSE,"VIE","IDN"
"30071",2002-12-21,"Lebanon","Syria",1,4,"UAFA Cup","Kuwait City","Kuwait",TRUE,"LBN","SYR"
"30072",2002-12-22,"Ghana","Egypt",0,0,"Friendly","Cairo","Egypt",FALSE,"GHA","EGY"
"30073",2002-12-22,"Laos","Malaysia",1,1,"AFF Championship","Singapore","Singapore",TRUE,"LAO","MAS"
"30074",2002-12-22,"Thailand","Singapore",1,1,"AFF Championship","Singapore","Singapore",FALSE,"THA","SIN"
"30075",2002-12-23,"Vietnam","Burma",4,2,"AFF Championship","Jakarta","Indonesia",TRUE,"VIE","MMR"
"30076",2002-12-23,"Philippines","Indonesia",1,13,"AFF Championship","Jakarta","Indonesia",FALSE,"PHI","IDN"
"30077",2002-12-23,"Jordan","Kuwait",2,1,"UAFA Cup","Kuwait City","Kuwait",FALSE,"JOR","KUW"
"30078",2002-12-23,"Palestine","Sudan",2,2,"UAFA Cup","Kuwait City","Kuwait",TRUE,"PLE","SDN"
"30079",2002-12-24,"Yemen","Lebanon",2,4,"UAFA Cup","Kuwait City","Kuwait",TRUE,"YEM","LBN"
"30080",2002-12-24,"Saudi Arabia","Syria",3,0,"UAFA Cup","Kuwait City","Kuwait",TRUE,"KSA","SYR"
"30081",2002-12-25,"Palestine","Kuwait",3,3,"UAFA Cup","Kuwait City","Kuwait",FALSE,"PLE","KUW"
"30082",2002-12-26,"Bahrain","Lebanon",0,0,"UAFA Cup","Kuwait City","Kuwait",TRUE,"BHR","LBN"
"30083",2002-12-26,"Saudi Arabia","Yemen",2,2,"UAFA Cup","Kuwait City","Kuwait",TRUE,"KSA","YEM"
"30084",2002-12-27,"Malaysia","Indonesia",0,1,"AFF Championship","Jakarta","Indonesia",FALSE,"MAS","IDN"
"30085",2002-12-27,"Burkina Faso","Niger",1,1,"Friendly","Niamey","Niger",FALSE,"BFA","NIG"
"30086",2002-12-27,"Thailand","Vietnam",4,0,"AFF Championship","Jakarta","Indonesia",TRUE,"THA","VIE"
"30087",2002-12-28,"Bahrain","Jordan",2,1,"UAFA Cup","Kuwait City","Kuwait",TRUE,"BHR","JOR"
"30088",2002-12-29,"Thailand","Indonesia",2,2,"AFF Championship","Jakarta","Indonesia",FALSE,"THA","IDN"
"30089",2002-12-29,"Mali","Niger",2,2,"Friendly","Niamey","Niger",FALSE,"MLI","NIG"
"30090",2002-12-29,"Malaysia","Vietnam",1,2,"AFF Championship","Jakarta","Indonesia",TRUE,"MAS","VIE"
"30091",2002-12-30,"Bahrain","Saudi Arabia",0,1,"UAFA Cup","Kuwait City","Kuwait",TRUE,"BHR","KSA"
"30092",2003-01-10,"Pakistan","India",1,0,"SAFF Cup","Dhaka","Bangladesh",TRUE,"PAK","IND"
"30093",2003-01-10,"Afghanistan","Sri Lanka",0,1,"SAFF Cup","Dhaka","Bangladesh",TRUE,"AFG","SRI"
"30094",2003-01-11,"Nepal","Bangladesh",0,1,"SAFF Cup","Dhaka","Bangladesh",FALSE,"NEP","BAN"
"30095",2003-01-11,"Bhutan","Maldives",0,6,"SAFF Cup","Dhaka","Bangladesh",TRUE,"BHU","MDV"
"30096",2003-01-12,"India","Afghanistan",4,0,"SAFF Cup","Dhaka","Bangladesh",TRUE,"IND","AFG"
"30097",2003-01-12,"Jamaica","Barbados",0,1,"Friendly","Bridgetown","Barbados",FALSE,"JAM","BRB"
"30098",2003-01-12,"Sri Lanka","Pakistan",1,2,"SAFF Cup","Dhaka","Bangladesh",TRUE,"SRI","PAK"
"30099",2003-01-13,"Maldives","Bangladesh",0,1,"SAFF Cup","Dhaka","Bangladesh",FALSE,"MDV","BAN"
"30100",2003-01-13,"Bhutan","Nepal",0,2,"SAFF Cup","Dhaka","Bangladesh",TRUE,"BHU","NEP"
"30101",2003-01-14,"Pakistan","Afghanistan",1,0,"SAFF Cup","Dhaka","Bangladesh",TRUE,"PAK","AFG"
"30102",2003-01-14,"Sri Lanka","India",1,1,"SAFF Cup","Dhaka","Bangladesh",TRUE,"SRI","IND"
"30103",2003-01-15,"Bhutan","Bangladesh",0,3,"SAFF Cup","Dhaka","Bangladesh",FALSE,"BHU","BAN"
"30104",2003-01-15,"Maldives","Nepal",3,2,"SAFF Cup","Dhaka","Bangladesh",TRUE,"MDV","NEP"
"30105",2003-01-17,"Guatemala","El Salvador",0,0,"Friendly","Santa Ana","United States",TRUE,"GUA","SLV"
"30106",2003-01-18,"India","Bangladesh",1,2,"SAFF Cup","Dhaka","Bangladesh",FALSE,"IND","BAN"
"30107",2003-01-18,"Maldives","Pakistan",1,0,"SAFF Cup","Dhaka","Bangladesh",TRUE,"MDV","PAK"
"30108",2003-01-18,"Canada","United States",0,4,"Friendly","Fort Lauderdale","United States",FALSE,"CAN","USA"
"30109",2003-01-19,"Guatemala","El Salvador",0,0,"Friendly","Los Angeles","United States",TRUE,"GUA","SLV"
"30110",2003-01-20,"Maldives","Bangladesh",1,1,"SAFF Cup","Dhaka","Bangladesh",FALSE,"MDV","BAN"
"30111",2003-01-20,"India","Pakistan",2,1,"SAFF Cup","Dhaka","Bangladesh",TRUE,"IND","PAK"
"30112",2003-01-25,"Algeria","Uganda",1,0,"Friendly","Kampala","Uganda",FALSE,"ALG","UGA"
"30113",2003-01-26,"Finland","Barbados",0,0,"Friendly","Bridgetown","Barbados",FALSE,"FIN","BRB"
"30114",2003-01-26,"Benin","Ghana",0,3,"Friendly","Kumasi","Ghana",FALSE,"BEN","GHA"
"30115",2003-01-26,"Norway","United Arab Emirates",1,1,"Friendly","Sharjah","United Arab Emirates",FALSE,"NOR","UAE"
"30116",2003-01-28,"Norway","Oman",2,1,"Friendly","Muscat","Oman",FALSE,"NOR","OMA"
"30117",2003-01-29,"Greece","Cyprus",2,1,"Friendly","Larnaca","Cyprus",FALSE,"GRE","CYP"
"30118",2003-01-29,"Finland","Trinidad and Tobago",2,1,"Friendly","Port of Spain","Trinidad and Tobago",FALSE,"FIN","TRI"
"30119",2003-01-31,"Argentina","Honduras",3,1,"Friendly","San Pedro Sula","Honduras",FALSE,"ARG","HON"
"30120",2003-02-04,"Argentina","Mexico",1,0,"Friendly","Los Angeles","United States",TRUE,"ARG","MEX"
"30121",2003-02-04,"Iran","Uruguay",1,1,"Lunar New Year Cup","So Kon Po","Hong Kong",TRUE,"IRN","URU"
"30122",2003-02-08,"Argentina","United States",1,0,"Friendly","Miami","United States",FALSE,"ARG","USA"
"30123",2003-02-09,"North Macedonia","Croatia",2,2,"Friendly","Šibenik","Croatia",FALSE,"MKD","CRO"
"30124",2003-02-09,"Estonia","Ecuador",0,1,"Friendly","Guayaquil","Ecuador",FALSE,"EST","ECU"
"30125",2003-02-09,"El Salvador","Panama",2,1,"UNCAF Cup","Panama City","Panama",FALSE,"SLV","PAN"
"30126",2003-02-11,"Ivory Coast","Cameroon",3,0,"Friendly","Châteauroux","France",TRUE,"CIV","CMR"
"30127",2003-02-11,"El Salvador","Costa Rica",0,1,"UNCAF Cup","Panama City","Panama",TRUE,"SLV","CRC"
"30128",2003-02-11,"Nicaragua","Honduras",0,2,"UNCAF Cup","Panama City","Panama",TRUE,"NCA","HON"
"30129",2003-02-12,"Vietnam","Albania",0,5,"Friendly","Bastia Umbra","Italy",TRUE,"VIE","ALB"
"30130",2003-02-12,"Belgium","Algeria",3,1,"Friendly","Annaba","Algeria",FALSE,"BEL","ALG"
"30131",2003-02-12,"Martinique","Barbados",3,3,"Friendly","Bridgetown","Barbados",FALSE,"MTQ","BRB"
"30132",2003-02-12,"Hungary","Bulgaria",0,1,"Friendly","Larnaca","Cyprus",TRUE,"HUN","BUL"
"30133",2003-02-12,"Brazil","China PR",0,0,"Friendly","Guangzhou","China PR",FALSE,"BRA","CHN"
"30134",2003-02-12,"Poland","Croatia",0,0,"Friendly","Split","Croatia",FALSE,"POL","CRO"
"30135",2003-02-12,"Russia","Cyprus",1,0,"Cyprus International Tournament","Limassol","Cyprus",FALSE,"RUS","CYP"
"30136",2003-02-12,"Estonia","Ecuador",1,2,"Friendly","Quito","Ecuador",FALSE,"EST","ECU"
"30137",2003-02-12,"Denmark","Egypt",4,1,"Friendly","Cairo","Egypt",FALSE,"DEN","EGY"
"30138",2003-02-12,"Australia","England",3,1,"Friendly","London","England",FALSE,"AUS","ENG"
"30139",2003-02-12,"Czech Republic","France",2,0,"Friendly","Saint-Denis","France",FALSE,"CZE","FRA"
"30140",2003-02-12,"Moldova","Georgia",2,2,"Friendly","Tbilisi","Georgia",FALSE,"MDA","GEO"
"30141",2003-02-12,"Norway","Greece",0,1,"Friendly","Heraklion","Greece",FALSE,"NOR","GRE"
"30142",2003-02-12,"Mali","Guinea",1,0,"Friendly","Toulon","France",TRUE,"MLI","GUI"
"30143",2003-02-12,"Armenia","Israel",0,2,"Friendly","Ramat-Gan","Israel",FALSE,"ARM","ISR"
"30144",2003-02-12,"Portugal","Italy",0,1,"Friendly","Genoa","Italy",FALSE,"POR","ITA"
"30145",2003-02-12,"United States","Jamaica",2,1,"Friendly","Kingston","Jamaica",FALSE,"USA","JAM"
"30146",2003-02-12,"Lithuania","Latvia",1,2,"Friendly","Antalya","Turkey",TRUE,"LTU","LVA"
"30147",2003-02-12,"Canada","Libya",4,2,"Friendly","Tripoli","Libya",FALSE,"CAN","LBY"
"30148",2003-02-12,"Kazakhstan","Malta",2,2,"Friendly","Attard","Malta",FALSE,"KAZ","MLT"
"30149",2003-02-12,"Colombia","Mexico",0,0,"Friendly","Phoenix","United States",TRUE,"COL","MEX"
"30150",2003-02-12,"Senegal","Morocco",0,1,"Friendly","Paris","France",TRUE,"SEN","MAR"
"30151",2003-02-12,"Argentina","Netherlands",0,1,"Friendly","Amsterdam","Netherlands",FALSE,"ARG","NED"
"30152",2003-02-12,"Finland","Northern Ireland",1,0,"Friendly","Belfast","Northern Ireland",FALSE,"FIN","NIR"
"30153",2003-02-12,"Slovakia","Romania",1,2,"Cyprus International Tournament","Larnaca","Cyprus",TRUE,"SVK","ROU"
"30154",2003-02-12,"Republic of Ireland","Scotland",2,0,"Friendly","Glasgow","Scotland",FALSE,"IRL","SCO"
"30155",2003-02-12,"Azerbaijan","Serbia",2,2,"UEFA Euro qualification","Podgorica","Serbia and Montenegro",TRUE,"AZE","SRB"
"30156",2003-02-12,"Switzerland","Slovenia",5,1,"Friendly","Nova Gorica","Slovenia",FALSE,"SUI","SVN"
"30157",2003-02-12,"Germany","Spain",1,3,"Friendly","Palma de Mallorca","Spain",FALSE,"GER","ESP"
"30158",2003-02-12,"Sweden","Tunisia",0,1,"Friendly","Radès","Tunisia",FALSE,"SWE","TUN"
"30159",2003-02-12,"Ukraine","Turkey",0,0,"Friendly","Izmir","Turkey",FALSE,"UKR","TUR"
"30160",2003-02-12,"Bosnia and Herzegovina","Wales",2,2,"Friendly","Cardiff","Wales",FALSE,"BIH","WAL"
"30161",2003-02-13,"Guatemala","Costa Rica",1,1,"UNCAF Cup","Panama City","Panama",TRUE,"GUA","CRC"
"30162",2003-02-13,"Slovakia","Cyprus",3,1,"Cyprus International Tournament","Larnaca","Cyprus",FALSE,"SVK","CYP"
"30163",2003-02-13,"Nicaragua","El Salvador",0,3,"UNCAF Cup","Panama City","Panama",TRUE,"NCA","SLV"
"30164",2003-02-14,"Poland","North Macedonia",3,0,"Friendly","Split","Croatia",TRUE,"POL","MKD"
"30165",2003-02-15,"Ghana","Benin",0,1,"Friendly","Cotonou","Benin",FALSE,"GHA","BEN"
"30166",2003-02-15,"Nicaragua","Costa Rica",0,1,"UNCAF Cup","Panama City","Panama",TRUE,"NCA","CRC"
"30167",2003-02-15,"El Salvador","Honduras",1,0,"UNCAF Cup","Panama City","Panama",TRUE,"SLV","HON"
"30168",2003-02-16,"Estonia","China PR",0,1,"Friendly","Wuhan","China PR",FALSE,"EST","CHN"
"30169",2003-02-16,"Nigeria","Gambia",1,0,"Friendly","Banjul","Gambia",FALSE,"NGA","GAM"
"30170",2003-02-16,"Guatemala","Panama",0,2,"UNCAF Cup","Panama City","Panama",FALSE,"GUA","PAN"
"30171",2003-02-16,"Sweden","Qatar",3,2,"King's Cup","Bangkok","Thailand",TRUE,"SWE","QAT"
"30172",2003-02-16,"North Korea","Thailand",2,2,"King's Cup","Bangkok","Thailand",FALSE,"PRK","THA"
"30173",2003-02-18,"Nicaragua","Guatemala",0,5,"UNCAF Cup","Panama City","Panama",TRUE,"NCA","GUA"
"30174",2003-02-18,"Sweden","North Korea",1,1,"King's Cup","Bangkok","Thailand",TRUE,"SWE","PRK"
"30175",2003-02-18,"Honduras","Panama",1,1,"UNCAF Cup","Panama City","Panama",FALSE,"HON","PAN"
"30176",2003-02-18,"Qatar","Thailand",1,1,"King's Cup","Bangkok","Thailand",FALSE,"QAT","THA"
"30177",2003-02-20,"Honduras","Costa Rica",0,1,"UNCAF Cup","Panama City","Panama",TRUE,"HON","CRC"
"30178",2003-02-20,"Guatemala","El Salvador",2,0,"UNCAF Cup","Panama City","Panama",TRUE,"GUA","SLV"
"30179",2003-02-20,"Qatar","North Korea",2,2,"King's Cup","Bangkok","Thailand",TRUE,"QAT","PRK"
"30180",2003-02-20,"Sweden","Thailand",4,1,"King's Cup","Bangkok","Thailand",FALSE,"SWE","THA"
"30181",2003-02-21,"Nicaragua","Panama",1,0,"UNCAF Cup","Panama City","Panama",FALSE,"NCA","PAN"
"30182",2003-02-22,"Chinese Taipei","Hong Kong",0,2,"EAFF Championship","So Kon Po","Hong Kong",FALSE,"TPE","HKG"
"30183",2003-02-22,"Sweden","North Korea",4,0,"King's Cup","Bangkok","Thailand",TRUE,"SWE","PRK"
"30184",2003-02-22,"Mongolia","Macau",0,2,"EAFF Championship","So Kon Po","Hong Kong",TRUE,"MNG","MAC"
"30185",2003-02-22,"Mauritius","Madagascar",1,2,"COSAFA Cup","Antananarivo","Madagascar",FALSE,"MRI","MAD"
"30186",2003-02-22,"DR Congo","Malawi",1,1,"Friendly","Blantyre","Malawi",FALSE,"COD","MWI"
"30187",2003-02-22,"Qatar","Thailand",1,3,"King's Cup","Bangkok","Thailand",FALSE,"QAT","THA"
"30188",2003-02-23,"Honduras","Guatemala",1,2,"UNCAF Cup","Panama City","Panama",TRUE,"HON","GUA"
"30189",2003-02-23,"DR Congo","Malawi",3,2,"Friendly","Lilongwe","Malawi",FALSE,"COD","MWI"
"30190",2003-02-23,"Costa Rica","Panama",1,0,"UNCAF Cup","Panama City","Panama",FALSE,"CRC","PAN"
"30191",2003-02-23,"Haiti","Peru",1,5,"Friendly","Lima","Peru",FALSE,"HAI","PER"
"30192",2003-02-24,"Macau","Hong Kong",0,3,"EAFF Championship","So Kon Po","Hong Kong",FALSE,"MAC","HKG"
"30193",2003-02-24,"Guam","Mongolia",0,2,"EAFF Championship","So Kon Po","Hong Kong",TRUE,"GUM","MNG"
"30194",2003-02-26,"Macau","Guam",2,0,"EAFF Championship","So Kon Po","Hong Kong",TRUE,"MAC","GUM"
"30195",2003-02-28,"Chinese Taipei","Guam",7,0,"EAFF Championship","So Kon Po","Hong Kong",TRUE,"TPE","GUM"
"30196",2003-02-28,"Mongolia","Hong Kong",0,10,"EAFF Championship","So Kon Po","Hong Kong",FALSE,"MNG","HKG"
"30197",2003-03-02,"Guam","Hong Kong",0,11,"EAFF Championship","So Kon Po","Hong Kong",FALSE,"GUM","HKG"
"30198",2003-03-02,"Chinese Taipei","Macau",2,1,"EAFF Championship","So Kon Po","Hong Kong",TRUE,"TPE","MAC"
"30199",2003-03-04,"Maldives","Singapore",1,4,"Friendly","Singapore","Singapore",FALSE,"MDV","SIN"
"30200",2003-03-04,"DR Congo","Sudan",3,1,"Friendly","Khartoum","Sudan",FALSE,"COD","SDN"
"30201",2003-03-05,"Moldova","Israel",0,0,"Friendly","Ramat-Gan","Israel",FALSE,"MDA","ISR"
"30202",2003-03-07,"Niger","Benin",1,1,"Friendly","Cotonou","Benin",FALSE,"NIG","BEN"
"30203",2003-03-09,"Lesotho","Botswana",1,0,"Friendly","Gaborone","Botswana",FALSE,"LES","BOT"
"30204",2003-03-09,"Congo","DR Congo",0,3,"Friendly","Kinshasa","DR Congo",FALSE,"CGO","COD"
"30205",2003-03-11,"Jamaica","Cuba",0,0,"Friendly","Havana","Cuba",FALSE,"JAM","CUB"
"30206",2003-03-12,"Uganda","Tanzania",0,0,"Friendly","Arusha","Tanzania",FALSE,"UGA","TAN"
"30207",2003-03-13,"Jamaica","Cuba",0,1,"Friendly","Havana","Cuba",FALSE,"JAM","CUB"
"30208",2003-03-14,"French Guiana","Martinique",1,2,"Friendly","Fort-de-France","Martinique",FALSE,"GUF","MTQ"
"30209",2003-03-15,"French Guiana","Guadeloupe",2,2,"Friendly","Fort-de-France","Martinique",TRUE,"GUF","GLP"
"30210",2003-03-15,"Uganda","Kenya",2,2,"Friendly","Nairobi","Kenya",FALSE,"UGA","KEN"
"30211",2003-03-15,"Burundi","Rwanda",2,4,"Friendly","Kigali","Rwanda",FALSE,"BDI","RWA"
"30212",2003-03-16,"Afghanistan","Kyrgyzstan",2,1,"AFC Asian Cup qualification","Kathmandu","Nepal",TRUE,"AFG","KGZ"
"30213",2003-03-16,"DR Congo","Lesotho",2,2,"Friendly","Maseru","Lesotho",FALSE,"COD","LES"
