pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
CH,2020-09-02,79.8,2.67,5.69,Hyun Jin Ryu,643265,547943,null,ball,,,,,14,null,R,R,L,MIA,TOR,B,null,null,0,1,2020,1.3,0.2,1.73,1.41,null,null,null,2,1,Bot,null,null,,,643376,,null,-4.614592453,-116.0768521,-2.956616032,13.05850925,23.25039893,-30.25551496,3.51,1.65,null,null,null,79.9,1572,,631308,547943,643376,642133,542340,543768,669289,666971,624415,606192,53.94,null,null,null,null,null,null,null,6,2,Changeup,0,0,0,0,0,0,0,0,Standard,Strategic
SI,2020-09-02,88.2,2.46,5.77,Hyun Jin Ryu,643265,547943,null,called_strike,,,,,3,null,R,R,L,MIA,TOR,S,null,null,0,0,2020,1.4,0.8,0.74,2.93,null,null,null,2,1,Bot,null,null,,,643376,,null,-7.091314265,-128.2371388,-2.406658812,16.7814469,26.82890049,-23.4484621,3.48,1.66,null,null,null,88.5,1858,,631308,547943,643376,642133,542340,543768,669289,666971,624415,606192,53.96,null,null,null,null,null,null,null,6,1,Sinker,0,0,0,0,0,0,0,0,Standard,Strategic
FF,2020-09-02,89.2,2.41,5.84,Hyun Jin Ryu,516782,547943,field_out,hit_into_play,,,,,4,Starling Marte flies out to right fielder Teoscar Hernandez.  ,R,R,L,MIA,TOR,X,9,fly_ball,0,0,2020,0.8,1,-0.34,2.2,null,null,null,1,1,Bot,170.75,102.49,,,643376,,null,-8.565882373,-129.5051893,-5.056138818,11.33181696,29.90961858,-19.56459785,3.41,1.56,255,79.3,40,89.2,1981,,631308,547943,643376,642133,542340,543768,669289,666971,624415,606192,53.88,0.014,0.013,0,1,0,0,3,5,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
CU,2020-09-02,74.2,2.28,6.16,Hyun Jin Ryu,542932,547943,strikeout,called_strike,,,,,9,Jon Berti called out on strikes.  ,R,R,L,MIA,TOR,S,2,null,2,2,2020,-1,-1.3,0.53,1.73,null,null,null,0,1,Bot,null,null,,,643376,,null,-1.870879495,-107.9113427,0.576523483,-7.095692971,23.39603167,-42.20905079,3.21,1.45,null,null,null,73.6,2653,,631308,547943,643376,642133,542340,543768,669289,666971,624415,606192,54.03,null,null,0,1,0,0,null,4,5,Curveball,0,0,0,0,0,0,0,0,Standard,Standard
CH,2020-09-02,79.5,2.42,5.82,Hyun Jin Ryu,542932,547943,null,foul,,,,,9,null,R,R,L,MIA,TOR,S,null,null,2,1,2020,1.5,0.6,0.44,1.45,null,null,null,0,1,Bot,null,null,,,643376,,null,-7.075789726,-115.5539876,-3.830773399,14.34704833,22.91973902,-26.58844705,3.21,1.49,null,null,null,79.6,1696,,631308,547943,643376,642133,542340,543768,669289,666971,624415,606192,53.91,null,null,null,null,null,null,null,4,4,Changeup,0,0,0,0,0,0,0,0,Standard,Standard
FC,2020-09-02,83.7,2.27,6.06,Hyun Jin Ryu,542932,547943,null,ball,,,,,11,null,R,R,L,MIA,TOR,B,null,null,1,1,2020,-0.2,0.7,-0.03,3.87,null,null,null,0,1,Bot,null,null,,,643376,,null,-4.880181012,-121.8995319,-0.077155709,-1.241262503,23.44143532,-25.17195576,3.21,1.44,null,null,null,84.1,1936,,631308,547943,643376,642133,542340,543768,669289,666971,624415,606192,54.07,null,null,null,null,null,null,null,4,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard
FF,2020-09-02,86.4,2.35,6.03,Hyun Jin Ryu,542932,547943,null,ball,,,,,11,null,R,R,L,MIA,TOR,B,null,null,0,1,2020,0.9,1.4,-0.1,4.13,null,null,null,0,1,Bot,null,null,,,643376,,null,-7.729120458,-125.5814846,-1.110403535,11.41612293,27.12321184,-17.47004603,3.21,1.53,null,null,null,86.2,1948,,631308,547943,643376,642133,542340,543768,669289,666971,624415,606192,54.13,null,null,null,null,null,null,null,4,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
FF,2020-09-02,86.9,2.39,6.04,Hyun Jin Ryu,542932,547943,null,called_strike,,,,,1,null,R,R,L,MIA,TOR,S,null,null,0,0,2020,0.9,1.5,-0.42,3.07,null,null,null,0,1,Bot,null,null,,,643376,,null,-8.541843956,-126.2285582,-3.917695068,11.22928494,26.44644596,-15.8182782,3.21,1.49,null,null,null,86.8,2036,,631308,547943,643376,642133,542340,543768,669289,666971,624415,606192,54.13,null,null,null,null,null,null,null,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
CU,2020-08-28,73.1,2.25,6.12,Hyun Jin Ryu,642162,547943,strikeout,swinging_strike_blocked,,,,,13,Pat Valaika strikes out swinging.  ,R,R,L,TOR,BAL,S,2,null,1,2,2020,-1.1,-1.2,-0.67,0.84,600524,null,663624,2,6,Top,null,null,,,643376,,null,-3.984204906,-106.3074836,-1.208600241,-7.540465073,20.5384471,-40.86364662,3.17,1.53,null,null,null,72.8,2553,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,54.11,null,null,0,1,0,0,null,45,4,Curveball,2,2,2,2,2,2,2,2,Standard,Standard
FC,2020-08-28,85.8,2.49,5.95,Hyun Jin Ryu,642162,547943,null,foul,,,,,11,null,R,R,L,TOR,BAL,S,null,null,1,1,2020,-0.2,0.7,-0.59,3.58,600524,null,663624,2,6,Top,null,null,,,643376,,null,-6.987090857,-124.9086777,-0.781733221,-0.367324557,24.32248973,-25.00919866,3.17,1.53,186,60.9,46,86.1,1978,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,54.1,null,null,null,null,null,null,null,45,3,Cutter,2,2,2,2,2,2,2,2,Standard,Standard
FF,2020-08-28,89.1,2.5,5.79,Hyun Jin Ryu,642162,547943,null,ball,,,,,12,null,R,R,L,TOR,BAL,B,null,null,0,1,2020,0.7,1,0.14,4.11,600524,null,663624,2,6,Top,null,null,,,643376,,null,-7.339064913,-129.5977987,-0.25354095,9.748412565,28.72061056,-20.62707405,3.34,1.68,null,null,null,89.2,1966,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,53.99,null,null,null,null,null,null,null,45,2,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard
FF,2020-08-28,89.7,2.43,5.8,Hyun Jin Ryu,642162,547943,null,swinging_strike,,,,,12,null,R,R,L,TOR,BAL,S,null,null,0,0,2020,0.7,1,0.02,3.45,600524,null,663624,2,6,Top,null,null,,,643376,,null,-7.546597611,-130.4783359,-1.89524606,10.12147599,28.43028985,-20.6200175,3.17,1.53,null,null,null,89.8,1957,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,54.04,null,null,null,null,null,null,null,45,1,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard
CH,2020-08-28,80.3,2.73,5.65,Hyun Jin Ryu,663624,547943,field_error,hit_into_play_score,,,,,9,Ryan Mountcastle reaches on a throwing error by third baseman Travis Shaw.   Hanser Alberto scores.    Jose Iglesias scores.    Renato Nunez to 3rd.  ,R,R,L,TOR,BAL,X,5,ground_ball,2,2,2020,1.1,0.3,0.65,1.8,593643,578428,600524,2,6,Top,102.66,162.55,,,643376,,null,-6.615588758,-116.7575866,-2.501419911,10.85683529,21.30406697,-28.79439118,3.49,1.6,18,89.9,-6,80.7,1552,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,53.95,0.171,0.154,0.9,1,0,0,2,44,5,Changeup,2,0,0,2,0,2,0,2,Standard,Standard
FC,2020-08-28,89,2.55,5.75,Hyun Jin Ryu,663624,547943,null,ball,,,,,14,null,R,R,L,TOR,BAL,B,null,null,1,2,2020,0.3,0.6,0.61,1.46,593643,578428,600524,2,6,Top,null,null,,,643376,,null,-5.334711892,-129.454286,-5.748592453,4.101207219,25.44328058,-24.66610475,3.64,1.8,null,null,null,89.6,2146,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,53.98,null,null,null,null,null,null,null,44,4,Cutter,2,0,0,2,0,2,0,2,Standard,Standard
FF,2020-08-28,91,2.58,5.72,Hyun Jin Ryu,663624,547943,null,foul,,,,,3,null,R,R,L,TOR,BAL,S,null,null,1,1,2020,0.9,1.2,0.35,3.36,593643,578428,600524,2,6,Top,null,null,,,643376,,null,-7.598531696,-132.3557623,-2.507289218,12.3299897,28.26959045,-18.19590653,3.49,1.6,221,70.9,32,91.4,2081,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,53.93,null,null,null,null,null,null,null,44,3,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard
CH,2020-08-28,80.7,2.72,5.6,Hyun Jin Ryu,663624,547943,null,foul,,,,,8,null,R,R,L,TOR,BAL,S,null,null,1,0,2020,1,0.3,-0.2,1.48,593643,578428,600524,2,6,Top,null,null,,,643376,,null,-8.343899323,-117.2533537,-3.032305986,10.44276205,22.53189035,-29.07425981,3.49,1.6,196,82.2,66,81,1357,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,53.91,null,null,null,null,null,null,null,44,2,Changeup,2,0,0,2,0,2,0,2,Standard,Standard
CH,2020-08-28,82,2.55,5.61,Hyun Jin Ryu,663624,547943,null,ball,,,,,14,null,R,R,L,TOR,BAL,B,null,null,0,0,2020,1,0.2,0.43,1.08,593643,578428,600524,2,6,Top,null,null,,,643376,,null,-6.733606434,-119.2121334,-4.174325673,10.73424154,21.66695867,-29.29366469,3.88,1.96,null,null,null,82.4,1361,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,54,null,null,null,null,null,null,null,44,1,Changeup,2,0,0,2,0,2,0,2,Standard,Standard
CU,2020-08-28,75,2.19,5.99,Hyun Jin Ryu,600474,547943,strikeout,swinging_strike,,,,,13,Pedro Severino strikes out swinging.  ,R,R,L,TOR,BAL,S,2,null,0,2,2020,-1,-1.2,-1.48,1.49,593643,578428,600524,1,6,Top,null,null,,,643376,,null,-5.879631638,-109.061126,0.040494635,-6.474188176,21.43856774,-41.78776268,3.32,1.54,null,null,null,74.7,2601,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,54.16,null,null,0,1,0,0,null,43,4,Curveball,2,0,0,2,0,2,0,2,Standard,Standard
CU,2020-08-28,73.2,2.24,5.97,Hyun Jin Ryu,600474,547943,null,foul,,,,,7,null,R,R,L,TOR,BAL,S,null,null,0,2,2020,-1.1,-1.3,-0.43,1.52,593643,578428,600524,1,6,Top,null,null,,,643376,,null,-3.430565921,-106.468638,0.80453521,-7.769455512,21.35328047,-42.66556251,3.32,1.54,0,59.2,-28,72.8,2528,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,54.13,null,null,null,null,null,null,null,43,3,Curveball,2,0,0,2,0,2,0,2,Standard,Standard
CH,2020-08-28,81.7,2.73,5.59,Hyun Jin Ryu,600474,547943,null,foul,,,,,7,null,R,R,L,TOR,BAL,S,null,null,0,1,2020,1.2,0.3,-0.33,1.55,593643,578428,600524,1,6,Top,null,null,,,643376,,null,-9.286764035,-118.6180374,-3.189980579,13.23573061,22.66639657,-28.44313468,3.32,1.54,null,null,null,82.1,1396,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,53.8,null,null,null,null,null,null,null,43,2,Changeup,2,0,0,2,0,2,0,2,Standard,Standard
FC,2020-08-28,87.6,2.42,5.87,Hyun Jin Ryu,600474,547943,null,foul,,,,,1,null,R,R,L,TOR,BAL,S,null,null,0,0,2020,0.1,0.8,-0.74,3.02,593643,578428,600524,1,6,Top,null,null,,,643376,,null,-7.904398,-127.4931466,-2.382595379,2.815669672,24.5961813,-23.49878158,3.32,1.54,51,51.8,81,88.1,1985,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,54.04,null,null,null,null,null,null,null,43,1,Cutter,2,0,0,2,0,2,0,2,Standard,Standard
CU,2020-08-28,74.8,2.13,6.14,Hyun Jin Ryu,600524,547943,walk,ball,,,,,13,Renato Nunez walks.  ,R,R,L,TOR,BAL,B,null,null,3,2,2020,-1.3,-1,-1.6,1.52,593643,578428,null,1,6,Top,null,null,,,643376,,null,-5.35473876,-108.8034113,-0.460266982,-9.404908065,21.63975922,-40.27423078,3.49,1.72,null,null,null,74.7,2658,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,53.93,null,null,0.7,1,0,0,null,42,6,Curveball,2,0,0,2,0,2,0,2,Infield shift,Standard
CU,2020-08-28,75.1,2.21,6.1,Hyun Jin Ryu,600524,547943,null,blocked_ball,,,,,13,null,R,R,L,TOR,BAL,B,null,null,2,2,2020,-1.3,-1.2,-1.66,0.32,593643,578428,null,1,6,Top,null,null,,,643376,,null,-5.762793973,-109.0617317,-2.550233962,-8.72026156,23.57443627,-41.03037964,3.48,1.74,null,null,null,74.3,2691,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,54.16,null,null,null,null,null,null,null,42,5,Curveball,2,0,0,2,0,2,0,2,Infield shift,Standard
CU,2020-08-28,75.5,2.27,6.05,Hyun Jin Ryu,600524,547943,null,blocked_ball,,,,,13,null,R,R,L,TOR,BAL,B,null,null,1,2,2020,-1,-1.3,-1.86,-0.13,593643,578428,null,1,6,Top,null,null,,,643376,,null,-6.842831108,-109.7329295,-3.376995461,-6.444909325,22.75105871,-41.69042196,3.49,1.73,null,null,null,75.2,2701,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,53.99,null,null,null,null,null,null,null,42,4,Curveball,2,0,0,2,0,2,0,2,Infield shift,Standard
CH,2020-08-28,81.4,2.67,5.65,Hyun Jin Ryu,600524,547943,null,foul,,,,,9,null,R,R,L,TOR,BAL,S,null,null,1,1,2020,1.2,0.4,0.78,1.69,593643,578428,null,1,6,Top,null,null,,,643376,,null,-6.560617289,-118.4478122,-3.104371906,12.5307294,21.05304054,-28.10154136,3.43,1.64,1,96.3,-53,81.9,1542,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,54.03,null,null,null,null,null,null,null,42,3,Changeup,2,0,0,2,0,2,0,2,Infield shift,Standard
FC,2020-08-28,87.4,2.3,5.96,Hyun Jin Ryu,600524,547943,null,foul,,,,,11,null,R,R,L,TOR,BAL,S,null,null,1,0,2020,0,0.6,-1.52,2.67,593643,578428,null,1,6,Top,null,null,,,643376,,null,-9.240261672,-127.0895052,-3.121041726,1.774473297,23.43888619,-24.88857898,3.43,1.64,7,47.8,-24,87.9,2048,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,54.11,null,null,null,null,null,null,null,42,2,Cutter,2,0,0,2,0,2,0,2,Infield shift,Standard
FF,2020-08-28,90.3,2.46,5.81,Hyun Jin Ryu,600524,547943,null,ball,,,,,11,null,R,R,L,TOR,BAL,B,null,null,0,0,2020,0.7,1.2,-1.17,2.88,593643,578428,null,1,6,Top,null,null,,,643376,,null,-10.64936867,-131.0638248,-3.891812498,10.79874173,27.20916768,-17.63875422,3.58,1.87,null,null,null,90.7,1983,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,53.87,null,null,null,null,null,null,null,42,1,4-Seam Fastball,2,0,0,2,0,2,0,2,Infield shift,Standard
SI,2020-08-28,90.1,2.41,5.71,Hyun Jin Ryu,578428,547943,single,hit_into_play_no_out,,,,,5,"Blue Jays challenged (tag play), call on the field was upheld: Jose Iglesias singles on a sharp line drive to left fielder Lourdes Gurriel Jr.  Hanser Alberto to 3rd.    Jose Iglesias to 2nd.  ",R,R,L,TOR,BAL,X,7,line_drive,1,0,2020,1.4,0.5,-0.01,2.05,null,null,593643,1,6,Top,93.61,113.86,,,643376,,null,-8.981466152,-130.9889463,-4.332941528,17.57644763,24.16693478,-25.31093232,3.06,1.41,220,105.9,11,91.2,1869,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,53.81,0.921,0.837,0.9,1,1,0,4,41,2,Sinker,2,0,0,2,0,2,0,2,Standard,Standard
CH,2020-08-28,80.9,2.61,5.63,Hyun Jin Ryu,578428,547943,null,ball,,,,,14,null,R,R,L,TOR,BAL,B,null,null,0,0,2020,1.4,0.2,0.17,1.33,null,null,593643,1,6,Top,null,null,,,643376,,null,-8.120268306,-117.5388525,-3.297457845,14.49689384,20.84149515,-30.18564933,3.19,1.53,null,null,null,81.2,1327,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,54.05,null,null,null,null,null,null,null,41,1,Changeup,2,0,0,2,0,2,0,2,Standard,Standard
CH,2020-08-28,81.4,2.61,5.59,Hyun Jin Ryu,623993,547943,field_out,hit_into_play,,,,,9,Anthony Santander lines out to left fielder Lourdes Gurriel Jr. ,R,R,L,TOR,BAL,X,7,line_drive,1,1,2020,1.3,0.3,0.4,1.65,null,null,593643,0,6,Top,64.73,70.22,,,643376,,null,-7.395235569,-118.4323468,-2.880816138,13.29152999,21.34607525,-28.9176518,3.31,1.62,337,89.5,29,81.8,1453,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,54.06,0.079,0.093,0,1,0,0,3,40,3,Changeup,2,0,0,2,0,2,0,2,Standard,Standard
CH,2020-08-28,81.6,2.59,5.68,Hyun Jin Ryu,623993,547943,null,swinging_strike,,,,,14,null,R,R,L,TOR,BAL,S,null,null,1,0,2020,1.2,0.3,0.23,1.37,null,null,593643,0,6,Top,null,null,,,643376,,null,-7.570010411,-118.6346448,-3.69394606,12.40187501,21.67766589,-28.91775831,3.31,1.62,null,null,null,82.1,1344,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,53.93,null,null,null,null,null,null,null,40,2,Changeup,2,0,0,2,0,2,0,2,Standard,Standard
FC,2020-08-28,86.3,2.4,5.9,Hyun Jin Ryu,623993,547943,null,ball,,,,,12,null,R,R,L,TOR,BAL,B,null,null,0,0,2020,-0.1,0.6,0.05,4.29,null,null,593643,0,6,Top,null,null,,,643376,,null,-5.346486264,-125.6257912,1.22623316,-0.302141501,23.69516657,-26.74607362,3.55,1.77,null,null,null,86.7,2000,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,54.16,null,null,null,null,null,null,null,40,1,Cutter,2,0,0,2,0,2,0,2,Standard,Standard
FF,2020-08-28,92.9,2.43,5.64,Hyun Jin Ryu,593643,547943,single,hit_into_play_no_out,,,,,4,Hanser Alberto singles on a line drive to center fielder Randal Grichuk.  ,R,R,L,TOR,BAL,X,8,line_drive,3,2,2020,0.8,1,-0.48,2.18,null,null,null,0,6,Top,139.76,86.51,,,643376,,null,-9.272523882,-134.8653924,-5.348142546,11.96033678,29.66649824,-18.52306357,3.37,1.57,219,87.6,15,93.2,2021,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,53.86,0.964,0.868,0.9,1,1,0,4,39,7,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard
FC,2020-08-28,85.2,2.57,5.76,Hyun Jin Ryu,593643,547943,null,foul,,,,,6,null,R,R,L,TOR,BAL,S,null,null,3,2,2020,-0.4,0.3,0.48,2.63,null,null,null,0,6,Top,null,null,,,643376,,null,-4.114996967,-124.1172244,-1.577680798,-3.238656649,25.13048971,-29.3381172,3.37,1.57,157,59.2,52,85.4,2048,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,54.13,null,null,null,null,null,null,null,39,6,Cutter,2,0,0,2,0,2,0,2,Standard,Standard
FF,2020-08-28,90.2,2.41,5.73,Hyun Jin Ryu,593643,547943,null,foul,,,,,4,null,R,R,L,TOR,BAL,S,null,null,3,1,2020,0.9,1.2,-0.64,2.64,null,null,null,0,6,Top,null,null,,,643376,,null,-9.563348307,-130.9460639,-4.217295849,12.71125623,28.23050156,-17.85745984,3.37,1.57,136,54.4,56,90.3,2017,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,53.97,null,null,null,null,null,null,null,39,5,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard
CH,2020-08-28,79.3,2.51,5.79,Hyun Jin Ryu,593643,547943,null,ball,,,,,14,null,R,R,L,TOR,BAL,B,null,null,2,1,2020,1.3,0.4,1.73,2.54,null,null,null,0,6,Top,null,null,,,643376,,null,-4.210517346,-115.3511104,-1.02468442,12.73880656,22.22580216,-28.76490752,3.59,1.68,null,null,null,79.2,1375,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,54.19,null,null,null,null,null,null,null,39,4,Changeup,2,0,0,2,0,2,0,2,Standard,Standard
CH,2020-08-28,79.5,2.45,5.79,Hyun Jin Ryu,593643,547943,null,foul,,,,,12,null,R,R,L,TOR,BAL,S,null,null,2,0,2020,1.2,0.5,0.99,2.91,null,null,null,0,6,Top,null,null,,,643376,,null,-5.469321996,-115.6039445,-0.508839333,11.83556202,22.33787669,-27.56625847,3.37,1.57,1,45.7,-46,79.4,1495,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,54.16,null,null,null,null,null,null,null,39,3,Changeup,2,0,0,2,0,2,0,2,Standard,Standard
FF,2020-08-28,90,2.32,5.79,Hyun Jin Ryu,593643,547943,null,ball,,,,,13,null,R,R,L,TOR,BAL,B,null,null,1,0,2020,0.8,1.2,-1.2,1.87,null,null,null,0,6,Top,null,null,,,643376,,null,-10.40160548,-130.647399,-6.278743595,11.04341822,27.33465161,-17.37730642,3.49,1.68,null,null,null,90.2,2063,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,53.98,null,null,null,null,null,null,null,39,2,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard
FC,2020-08-28,86.1,2.29,5.98,Hyun Jin Ryu,593643,547943,null,ball,,,,,11,null,R,R,L,TOR,BAL,B,null,null,0,0,2020,0.1,0.5,-0.44,3.88,null,null,null,0,6,Top,null,null,,,643376,,null,-6.560812041,-125.3202977,0.179925493,1.775964632,23.47688487,-26.95369418,3.52,1.73,null,null,null,86.2,1977,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,54.32,null,null,null,null,null,null,null,39,1,Cutter,2,0,0,2,0,2,0,2,Standard,Standard
FC,2020-08-28,85.7,2.46,5.87,Hyun Jin Ryu,656775,547943,strikeout,swinging_strike,,,,,12,Cedric Mullins strikes out swinging.  ,R,R,L,TOR,BAL,S,2,null,1,2,2020,-0.3,0.6,0.58,3.47,null,null,null,2,5,Top,null,null,,,643376,,null,-3.760141903,-124.9046283,-0.729662423,-2.953826689,22.725152,-25.65640733,3.25,1.53,null,null,null,86.3,2045,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,54.13,null,null,0,1,0,0,null,35,4,Cutter,2,0,0,2,0,2,0,2,Standard,Standard
CH,2020-08-28,79.9,2.57,5.74,Hyun Jin Ryu,656775,547943,null,foul,,,,,5,null,R,R,L,TOR,BAL,S,null,null,1,1,2020,0.9,0.4,0.26,2.54,null,null,null,2,5,Top,null,null,,,643376,,null,-6.769232455,-116.2573588,-1.089062875,9.326318,21.07472351,-28.59890703,3.25,1.53,4,64.9,-35,80.1,1454,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,54.14,null,null,null,null,null,null,null,35,3,Changeup,2,0,0,2,0,2,0,2,Standard,Strategic
SI,2020-08-28,90.7,2.47,5.76,Hyun Jin Ryu,656775,547943,null,ball,,,,,14,null,R,R,L,TOR,BAL,B,null,null,0,1,2020,1.3,0.8,0.55,1.38,null,null,null,2,5,Top,null,null,,,643376,,null,-7.535476026,-131.7958497,-6.7734216,16.37790888,26.50310661,-21.57280812,3.33,1.63,null,null,null,91.1,2005,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,54.03,null,null,null,null,null,null,null,35,2,Sinker,2,0,0,2,0,2,0,2,Standard,Strategic
CU,2020-08-28,69.3,2.33,6.05,Hyun Jin Ryu,656775,547943,null,called_strike,,,,,6,null,R,R,L,TOR,BAL,S,null,null,0,0,2020,-1.2,-1.1,0.29,2.64,null,null,null,2,5,Top,null,null,,,643376,,null,-1.94383011,-100.8066217,3.124071792,-7.708049838,18.44904879,-40.45940516,3.31,1.59,null,null,null,68.7,2432,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,54.39,null,null,null,null,null,null,null,35,1,Curveball,2,0,0,2,0,2,0,2,Standard,Strategic
FC,2020-08-28,86.1,2.4,5.91,Hyun Jin Ryu,623205,547943,grounded_into_double_play,hit_into_play,,,,,8,"Andrew Velazquez grounds into a double play, shortstop Joe Panik to second baseman Cavan Biggio to first baseman Vladimir Guerrero Jr.  Pat Valaika out at 2nd.    Andrew Velazquez out at 1st.  ",R,R,L,TOR,BAL,X,6,ground_ball,1,1,2020,-0.1,0.5,-0.24,1.55,null,null,642162,0,5,Top,118.05,161.72,,,643376,,null,-6.081801226,-125.2883267,-5.235297979,-0.02088542,21.96275447,-25.96746413,3.06,1.44,4,95,-23,86.8,1963,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,54.07,0.121,0.111,0,1,0,0,2,34,3,Cutter,2,0,0,2,0,2,0,2,Standard,Standard
SI,2020-08-28,89.5,2.4,5.76,Hyun Jin Ryu,623205,547943,null,ball,,,,,12,null,R,R,L,TOR,BAL,B,null,null,0,1,2020,1,0.8,0.63,3.45,null,null,642162,0,5,Top,null,null,,,643376,,null,-6.466516921,-130.2592668,-1.42170649,12.48244418,25.74407811,-22.92866273,3.18,1.54,null,null,null,90.2,1972,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,53.95,null,null,null,null,null,null,null,34,2,Sinker,2,0,0,2,0,2,0,2,Standard,Standard
FC,2020-08-28,86.8,2.42,5.92,Hyun Jin Ryu,623205,547943,null,swinging_strike,,,,,11,null,R,R,L,TOR,BAL,S,null,null,0,0,2020,0,0.6,-0.32,3.25,null,null,642162,0,5,Top,null,null,,,643376,,null,-6.580848177,-126.4037525,-1.555988866,1.254194697,22.81229988,-25.42316874,3.06,1.44,null,null,null,87.3,1943,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,54.18,null,null,null,null,null,null,null,34,1,Cutter,2,0,0,2,0,2,0,2,Standard,Standard
FC,2020-08-28,85.7,2.39,5.84,Hyun Jin Ryu,642162,547943,single,hit_into_play_no_out,,,,,1,Pat Valaika singles on a pop up to second baseman Cavan Biggio.  ,R,R,L,TOR,BAL,X,4,popup,1,0,2020,-0.2,0.6,-0.68,3.15,null,null,null,0,5,Top,178.09,154.64,,,643376,,null,-6.903858814,-124.7381478,-1.307218606,-0.446798274,24.51849598,-25.89612125,3.17,1.53,153,57.3,50,85.8,1960,,630871,547943,643376,665489,624415,543768,605412,666971,545341,606192,54.21,0.114,0.103,0.9,1,1,0,1,33,2,Cutter,2,0,0,2,0,2,0,2,Standard,Standard
